Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
YAHOY,LY CORP UNS/ADR,Pink Limited,4.680000,0.000000,355052,ADRs,Japan,
YKLTY,YAKULT HONSHA CO LTD ADR,Pink Limited,8.740000,0.041716,198,ADRs,Japan,
GRCLF,GRAINCORP LTD,Pink Limited,3.790000,0.000000,200,Foreign Ordinary Shares,Australia,
APYRF,ALLIED PPTYS RE INV TR UT,Pink Limited,6.900000,-0.014286,161140,Units,Canada,Ontario
ADHC,AMER DIVRSFD HLDGS CORP,OTCID,0.000600,-0.076923,602354,Common Stock,USA,California
IVDN,INNOVATIVE DESIGNS INC,OTCQB,0.300000,0.136364,40656,Common Stock,USA,Pennsylvania
PTALF,PETROTAL CORP ORD,OTCQX,0.294500,-0.002033,183637,Foreign Ordinary Shares,Canada,Alberta
NCLTY,NITORI HOLDINGS CO U/ADR,Pink Limited,9.990000,-0.021548,139765,ADRs,Japan,
MJNA,MEDICAL MARIJUANA INC,OTCID,0.000200,1.000000,13023927,Common Stock,USA,California
HERB,YASHENG GROUP,Pink Limited,0.040000,0.277955,200,Common Stock,China,
HMBL,HUMBL INC,Pink Limited,0.000200,0.000000,310239969,Common Stock,USA,California
VYRE,VYRE NETWORK,Pink Limited,0.002900,0.028369,10709,Common Stock,USA,Nevada
GGGSY,GREGGS PLC UNSP/ADR,Pink Limited,6.971000,-0.057973,221,ADRs,United Kingdom,
CLNV,CLEAN VISION CORPORATION,OTCQB,0.003940,-0.015000,3123382,Common Stock,USA,California
GELYF,GEELY AUTOMBLE HLDGS LTD,Pink Limited,2.152500,0.001163,16219,Foreign Ordinary Shares,China,Hong Kong
BFNH,BIOFORCE NANOSCIENCES HLD,Pink Limited,0.510700,0.817438,100,Common Stock,USA,Virginia
ATIG,ATLANTIS GAMING CORP,Pink Limited,0.000200,0.000000,32258,Common Stock,USA,Michigan
TRDX,TREND EXPLORATION INC,OTCID,0.026880,0.075200,40192,Common Stock,Taiwan,
REEMF,RARE ELEMENT RES LTD,OTCQB,0.640000,0.000000,123803,Foreign Ordinary Shares,USA,Colorado
SYIN,SYNBIO INTERNATIONAL INC,OTCID,0.002100,-0.125000,214475,Common Stock,USA,Wyoming
PENMF,PENINSULA ENERGY LTD,OTCID,0.544080,0.036343,16994,Foreign Ordinary Shares,Australia,Western Australia
CBMJ,CONSERVATIV BCST JRNL INC,OTCID,0.022800,0.085714,3976,Common Stock,USA,Georgia
AECX,ACADIA ENERGY CORP,OTCID,0.013000,-0.015152,30921,Common Stock,USA,New York
ASRE,ASTRA ENERGY INC,Pink Limited,0.020000,0.841112,700,Common Stock,USA,Florida
KOSK,METAWELLS OIL & GAS INC,OTCID,0.007500,-0.013158,2000,Common Stock,USA,New York
HRAL,HEAR ATLAST HOLDINGS INC,OTCID,0.000400,0.000000,147250,Common Stock,Canada,Ontario
NBRI,NORTH BAY RESOURCES INC,OTCID,0.000450,-0.250000,15082919,Common Stock,USA,California
SSMXY,SYSMEX CORP UNSP/ASDR,Pink Limited,8.840000,0.010286,193600,ADRs,Japan,
FITY,FIFTY 1 LABS INC,OTCID,0.000400,0.333333,64522501,Common Stock,USA,Washington
SFIO,STARFLEET INNOTECH INC,OTCID,0.001000,-0.152542,144000,Common Stock,Australia,Victoria
SGAMY,SEGA SAMMY HLDGS S/ADR,Pink Limited,4.140000,0.009264,1818,ADRs,Japan,
BMXI,BROOKMOUNT EXPLS INC,OTCID,0.024750,0.053191,2053742,Common Stock,USA,Nevada
CSDX,CS DIAGNOSTICS CORP,OTCQB,0.160000,0.000000,65510,Common Stock,USA,Wyoming
DROR,DROR ORTHO-DESIGN INC,Pink Limited,0.006100,-0.455357,61500,Common Stock,USA,New York
ZTCOF,ZTE CORP H,Pink Limited,3.465000,-0.037500,280,Foreign Ordinary Shares,China,
PSYCF,PSYCHED WELLNESS LTD,OTCQB,0.009560,-0.089524,5000,Foreign Ordinary Shares,Canada,Ontario
GMVHF,ENTAIN PLC,Pink Limited,7.424000,-0.053303,8798,Foreign Ordinary Shares,United Kingdom,
GMVHY,ENTAIN PLC UNSP/ADR,Pink Limited,7.730000,0.011780,70107,ADRs,United Kingdom,
CIVX,CTR INVTS&CNSLTNG INC,OTCID,0.000100,0.000000,3110769,Common Stock,USA,California
CEIN,CAMBER ENERGY INC,OTCQB,0.033000,0.006865,176843,Common Stock,USA,Texas
DYFSF,DYNACERT INC,OTCQB,0.074700,0.068670,3050,Foreign Ordinary Shares,Canada,Ontario
LVRLF,CORDOVACANN CORP,Pink Limited,0.029800,-0.402806,39447,Foreign Ordinary Shares,Canada,Ontario
GWSO,GLOBAL WARMING SLTNS INC,Pink Limited,0.440000,0.189189,13165,Common Stock,USA,California
MOBQ,MOBIQUITY TECH INC,OTCQB,0.709900,0.008237,81015,Common Stock,USA,New York
ONCI,ON4 COMMUNS INC,Pink Limited,0.000001,-0.980000,108333,Common Stock,USA,New York
GBUX,GIVBUX INC,OTCID,0.023460,-0.090698,94300,Common Stock,USA,California
QUAN,QUANTUM INTL CORP,OTCID,0.041950,-0.065702,14902,Common Stock,USA,Colorado
NSRCF,NEXTSOURCE MATERIALS INC,OTCQB,0.261160,0.166544,23102,Foreign Ordinary Shares,Canada,Ontario
PIFYF,PINE CLIFF ENERGY LTD,OTCQX,0.497600,0.017587,17930,Foreign Ordinary Shares,Canada,Alberta
AIBT,AIBOTICS INC,OTCID,0.001100,-0.153846,9491871,Common Stock,USA,Florida
LTUS,LOTUS PHARMS INC,OTCID,0.004063,-0.253125,2660,Common Stock,USA,California
CEOS,CECORS INC,Pink Limited,0.002300,0.000000,35000,Common Stock,USA,Nevada
CLRI,CLEARTRONIC INC,Pink Limited,0.010600,0.000000,10500,Common Stock,USA,Florida
EPAZ,EPAZZ INC,OTCID,0.031000,-0.080119,5253,Common Stock,USA,Illinois
CYDY,CYTODYN INC,OTCQB,0.259450,0.003287,1110033,Common Stock,USA,Washington
TGAFF,TAIGA BLDG PRODS LTD ORD,Pink Limited,2.820000,0.072243,200,Foreign Ordinary Shares,Canada,British Columbia
TDRK,TIDEROCK COMPANIES INC,OTCID,0.005100,0.000000,170000,Common Stock,USA,Massachusetts
BPTH,BIO-PATH HOLDINGS INC,Pink Limited,0.060000,-0.139168,4942,Common Stock,USA,Texas
FOSYF,FORSYS METALS CORP,Pink Limited,0.317630,-0.016168,24000,Foreign Ordinary Shares,Canada,Ontario
UAPC,UNITED AMERICAN PETR,Pink Limited,0.001135,0.050926,183681,Common Stock,USA,Florida
PSUD,PETROSUN INC,OTCID,0.008100,-0.002586,21717,Common Stock,USA,Arizona
KYNC,KYN CAPITAL GROUP INC,OTCID,0.000300,0.052632,6297566,Common Stock,USA,California
APNHY,ASPEN PHARMACRE HL UN/ADR,Pink Limited,8.370000,0.039752,359,ADRs,South Africa,
DMPZF,DOMINO'S PIZZA ORD,Pink Limited,2.710000,0.231818,13139,Foreign Ordinary Shares,Australia,Queensland
DMZPY,DOMINO'S PIZZA UNSP/ADR,Pink Limited,6.690000,-0.175092,1260,ADRs,Australia,Queensland
AACAY,AAC TECHS HLDGS UNSP/ADR,Pink Limited,4.860000,-0.016194,254,ADRs,China,
MAYNF,MAYNE PHARMA GROUP LTD,Pink Limited,1.800000,-0.029650,100,Foreign Ordinary Shares,Australia,South Australia
ETOLF,ENTERPRISE GROUP INC,OTCQB,0.899900,0.003401,3266,Foreign Ordinary Shares,Canada,Alberta
ECDP,ECO DEPOT INC,Pink Limited,0.030300,-0.011032,2723,Common Stock,USA,Florida
BACHF,BANK OF CHINA LTD ORD,Pink Limited,0.584800,-0.041311,200,Foreign Ordinary Shares,China,
AHRO,AUTHENTIC HOLDINGS INC,OTCID,0.000700,0.166667,10507,Common Stock,USA,New Jersey
TORVF,VOLT CARBON TECHNOLOGIES,OTCQB,0.015000,-0.166667,110348,Foreign Ordinary Shares,Canada,Alberta
CFPZF,CANFOR CORP NEW ORD,Pink Limited,9.858000,0.003870,8712,Foreign Ordinary Shares,Canada,British Columbia
TBVPF,THAI BEVERAGE PCL ORD,Pink Limited,0.325700,-0.119730,4777,Foreign Ordinary Shares,Thailand,
PIAGF,PIAGGIO & C SPA PONTEDERA,Pink Limited,2.100000,0.000000,4800,Foreign Ordinary Shares,Italy,
BOIVF,BOLLORE INVESTISSEMNT ORD,Pink Limited,5.810000,0.000861,3212,Foreign Ordinary Shares,France,
WTII,WATER TECH INTL,OTCID,0.000500,0.250000,165,Common Stock,USA,Florida
IFUS,IMPACT FUSION INTL INC,OTCID,0.029500,0.000000,87241,Common Stock,USA,Louisiana
SIGL,SIGNAL ADVANCE INC,OTCID,0.197300,0.049468,858,Common Stock,USA,Texas
HNOI,HNO INTERNATIONAL INC,OTCQB,0.265125,0.205114,270,Common Stock,USA,California
VTXB,VORTEX BRANDS CO,Pink Limited,0.000100,0.000000,12961000,Common Stock,USA,California
CPXGF,CINEPLEX INC,Pink Limited,7.470000,0.045486,17165,Foreign Ordinary Shares,Canada,Ontario
BLGVF,BELGRAVIA HARTFORD INC,OTCQB,0.019000,0.079545,11150,Foreign Ordinary Shares,Canada,British Columbia
BARUF,BARU GOLD CORP,OTCQB,0.038600,0.023873,65400,Foreign Ordinary Shares,Canada,British Columbia
PBSV,PHARM-BIO SERV INC,OTCQB,0.590000,0.020761,7186,Common Stock,USA,Puerto Rico
ULTXF,ULTRA LITHIUM INC,Pink Limited,0.011200,-0.216783,100000,Foreign Ordinary Shares,Canada,British Columbia
AFFU,AFFLUENCE CORP,OTCID,0.000001,-0.990000,18625519,Common Stock,USA,Colorado
FAMDF,FUTURA MEDICAL PLC ORD,Pink Limited,0.023000,0.533333,14000,Foreign Ordinary Shares,United Kingdom,
UEEC,UNITED HEALTH PRODUTS INC,OTCQB,0.057420,-0.097170,21198,Common Stock,USA,New Jersey
HSQVY,HUSQUARVA AB S/ADR,Pink Limited,9.690000,-0.002060,9253,ADRs,Sweden,
HUSQF,HUSQVARNA AB B SHS,Pink Limited,5.000000,-0.013807,1000,Foreign Ordinary Shares,Sweden,
PYTCY,PLAYTECH PLC UNSP/ADR,Pink Limited,10.000000,0.053186,100,ADRs,Isle of Man,
NNAX,NEW MOMENTUM CORP,OTCID,0.000400,-0.111111,4715000,Common Stock,Singapore,
BYOC,BEYOND COMMERCE INC,OTCID,0.000001,0.000000,7599300,Common Stock,USA,Nevada
GOGR,GO GREEN GLOBAL TECH INC,OTCID,0.012075,-0.195000,3400,Common Stock,USA,Connecticut
MEDH,MEDX HOLDINGS INC,OTCID,0.000600,-0.250000,60388,Common Stock,USA,Texas
CVALF,COVALON TECHS LTD,OTCQX,1.310000,0.106419,156822,Foreign Ordinary Shares,Canada,Ontario
VAYK,VAYCAYCHELLA INC,OTCID,0.000900,0.125000,30200,Common Stock,USA,Georgia
THBD,THIRD BENCH INC,OTCID,0.000100,99.000000,3800200,Common Stock,USA,Texas
MGUY,MOGUL ENERGY INTL INC,OTCID,0.002300,0.000000,45313,Common Stock,USA,Florida
CNBX,CNBX PHARMACEUTICAL INC,Pink Limited,0.000100,0.000000,10010,Common Stock,USA,Maryland
OLVRF,OLIVUT RESOURCES LTD,Pink Limited,0.039400,-0.039024,1700,Foreign Ordinary Shares,Canada,Alberta
CBDL,CBD LIFE SCIENCES INC,OTCID,0.000200,0.000000,1500312,Common Stock,USA,Arizona
KTEL,KONATEL INC,OTCQB,0.219900,0.000000,1150,Common Stock,USA,Texas
QYBX,QIAN YUAN BAIXING INC,OTCID,0.008500,-0.011628,223400,Common Stock,USA,Washington
SEGI,SYCAMORE ENTMT GROUP INC,Pink Limited,0.000355,0.014286,501800,Common Stock,USA,Washington
BBOE,BLACK BOX ENTERTAINMENT,OTCID,0.580200,0.000000,440,Common Stock,Hong Kong,
LUVU,LUVU BRANDS INC,OTCQB,0.026000,-0.203065,60000,Common Stock,USA,Georgia
ONEI,ONEMETA INC.,OTCQB,0.138760,-0.132750,25940,Common Stock,USA,Utah
CYCA,CYTTA CORP,OTCQB,0.018500,-0.106280,130100,Common Stock,USA,Nevada
RDAR,RAADR INC,OTCID,0.000250,-0.166667,58631071,Common Stock,USA,Florida
HSTA,HESTIA INSIGHT INC,OTCQB,0.048000,0.200000,12569,Common Stock,USA,Nevada
RDRIF,NEW STRATUS ENERGY INC,Pink Limited,0.360000,-0.014509,13500,Foreign Ordinary Shares,Canada,Alberta
BFCH,BITFRONTIER CAPITAL HLDGS,OTCID,0.000500,-0.166667,21919206,Common Stock,USA,Pennsylvania
UECXF,URANO ENERGY CORP,OTCQB,0.060450,0.099091,8820,Foreign Ordinary Shares,Canada,British Columbia
CELV,CELLEV8 NUTRITION INC,OTCID,0.084000,0.000000,39600,Common Stock,USA,Florida
BLQC,BLOCKQUARRY CORP,OTCID,0.012800,0.000000,273270,Common Stock,USA,Texas
DPUKY,DOMINOS PIZZA U&I UNS/ADR,Pink Limited,5.440000,-0.009107,20056,ADRs,United Kingdom,
GVDI,GOLDEN VALLEY DEVELOPMENT,Pink Limited,0.012600,-0.030769,1200,Common Stock,USA,Wyoming
ECGI,ECGI HOLDINGS INC,OTCID,0.000550,-0.083333,2753548,Common Stock,USA,California
NAUH,NATL AMER UNIVERSITY HLDG,OTCQB,0.026100,-0.258523,4705,Common Stock,USA,South Dakota
GPLS,GEOPULSE EXPLORATIONS INC,Pink Limited,0.026930,0.218552,58040,Common Stock,USA,California
TGNT,TOTALIGENT INC,OTCID,0.013300,-0.095238,41405,Common Stock,USA,Florida
VPRB,VPR BRANDS LP,OTCQB,0.020000,-0.200000,31335,Common Stock,USA,Florida
STSN,STEMSATION INTL INC,OTCID,0.003300,-0.057143,282904,Common Stock,USA,Florida
IFXY,INFRAX SYSTEMS INC,Pink Limited,0.000200,0.000000,625224,Common Stock,USA,Texas
PSRU,VALIANT EAGLE INC,OTCID,0.000050,-0.500000,241928,Common Stock,USA,California
UBQU,UBIQUITECH SOFTWARE CORP,Pink Limited,0.000050,0.000000,3500001,Common Stock,USA,Arkansas
HPQFF,HPQ SILICON INC,OTCQB,0.134800,-0.050704,16468,Foreign Ordinary Shares,Canada,Quebec
CBIH,CANNABIS BIOSCI INTL HLDG,OTCID,0.000450,0.125000,1456411,Common Stock,USA,Texas
CRECF,CRITICAL ELEMENTS LITHIUM,OTCQX,0.320000,0.003449,7000,Foreign Ordinary Shares,Canada,Quebec
KLYG,KELYNIAM GLOBAL INC,OTCID,0.105000,-0.009434,15000,Common Stock,USA,Connecticut
BYRG,BUYER GROUP INTL INC,OTCID,0.001900,0.000000,94551,Common Stock,USA,Wyoming
NMEX,NORTHERN MINERALS & EXPL,Pink Limited,0.135900,-0.000735,735,Common Stock,USA,Utah
CATV,4CABLE TV INTL INC,Pink Limited,0.000200,0.000000,1044999,Common Stock,USA,Florida
OCLN,ORIGINCLEAR INC,OTCID,0.000700,-0.125000,150000,Common Stock,USA,Florida
UNICY,UNICHARM CORP S/ADR,Pink Limited,3.510000,-0.016807,90320,ADRs,Japan,
CBGL,CANNABIS GLOBAL INC,Pink Limited,0.000100,1.000000,4724000,Common Stock,USA,California
ENZC,ENZOLYTICS INC,OTCID,0.000500,-0.166667,28156431,Common Stock,USA,Texas
MDCE,MEDICAL CARE TECHS INC,OTCID,0.000300,0.000000,1541042,Common Stock,USA,Arizona
RMSL,REMSLEEP HOLDINGS INC,OTCID,0.006000,-0.090909,14211913,Common Stock,USA,Georgia
GCEI,GLOBAL CLEAN ENERGY INC,OTCID,0.053700,0.095918,261680,Common Stock,USA,Texas
SLDC,SOLIDUS COMMUNICATION INC,OTCID,0.000900,0.000000,380,Common Stock,USA,Florida
GEAT,GREETEAT CORPORATION,OTCID,0.015000,-0.172185,48602,Common Stock,USA,Nevada
GWTI,GREENWAY TECHNOLOGIES INC,OTCQB,0.032500,0.111111,55584,Common Stock,USA,Texas
BRNGF,BURU ENERGY LTD ORD,Pink Limited,0.015000,0.071429,50000,Foreign Ordinary Shares,Australia,
RPMT,REGO PAYMENT ARCHITECTURE,OTCQB,0.335325,0.075104,1000,Common Stock,USA,Pennsylvania
CBTC,XTRA BITCOIN INC,OTCID,0.000750,0.153846,1872407,Common Stock,USA,Idaho
RMRK,RIMROCK GOLD CORP,OTCID,0.000300,0.000000,28765,Common Stock,Canada,Ontario
NRBT,NOVUS ROBOTICS INC,OTCID,0.030980,0.064605,416,Common Stock,Canada,Ontario
DDDX,3DX INDUSTRIES INC,OTCID,0.009750,0.083333,329090,Common Stock,USA,Washington
SOUTF,SOUTHERN ENERGY CORP,Pink Limited,0.045500,0.012799,100000,Foreign Ordinary Shares,Canada,Alberta
CGAC,CODE GREEN APPAREL,Pink Limited,0.000100,0.000000,9000,Common Stock,USA,Texas
MSMY,MC ENDEAVORS INC,OTCID,0.001000,0.000000,16614,Common Stock,USA,California
HALB,HALBERD CORP,OTCID,0.001500,-0.062500,12500,Common Stock,USA,Pennsylvania
BONXF,BONTERRA RES INC ORD,OTCQX,0.140000,0.005169,186530,Foreign Ordinary Shares,Canada,Quebec
BUDZ,WEED INC,OTCQB,0.030000,-0.041534,44647,Common Stock,USA,Arizona
FEEXF,FERREXPO PLC ORD,Pink Limited,0.680000,0.172414,2000,Foreign Ordinary Shares,Switzerland,
LUCRF,LUCARA DIAMOND CORP,Pink Limited,0.210000,-0.013621,2513,Foreign Ordinary Shares,Canada,British Columbia
MITI,MITESCO INC,OTCQB,0.083000,0.004077,226,Common Stock,USA,Florida
BUENF,BLUE ENERGY LTD,Pink Limited,0.004500,-0.021739,85527,Foreign Ordinary Shares,,
BIXT,BIOXYTRAN INC,OTCQB,0.042450,0.010714,366794,Common Stock,USA,Massachusetts
GRWC,GROW CAPITAL INC,OTCID,0.240000,0.000000,651,Common Stock,USA,Nevada
VYST,VYSTAR CORP,OTCQB,0.057000,0.140000,60595,Common Stock,USA,Massachusetts
BSEAF,BRAEMAR SHIPPING SRVS ORD,Pink Limited,2.890000,0.003472,900,Foreign Ordinary Shares,United Kingdom,
GMER,GOOD GAMING INC,OTCID,0.006300,0.000000,5300,Common Stock,USA,Pennsylvania
BETRF,BETTERLIFE PHARMA INC,OTCQB,0.042000,-0.051919,13595,Foreign Ordinary Shares,Canada,British Columbia
BRVO,BRAVO MULTINATIONAL INC,Pink Limited,0.026780,-0.200597,1000,Common Stock,USA,Virginia
ASKE,ALASKA PACIFIC ENERGY,OTCID,0.000100,0.000000,1015100,Common Stock,USA,Florida
WYNMF,WYNN MACAU LTD ORD,Pink Limited,0.708100,-0.055867,100,Foreign Ordinary Shares,China,
QGSI,QUANTGATE SYSTEMS INC,Pink Limited,0.016200,0.021438,69373,Common Stock,USA,New York
MSEZ,MEDIA SENTIMENT INC,OTCID,0.067060,0.338523,51798,Common Stock,USA,New York
STEV,STEVIA CORP,Pink Limited,0.001413,0.009286,40900,Common Stock,USA,New York
GMBL,ESPORTS ENTMNT GRP INC,Pink Limited,0.183225,0.077160,1892,Common Stock,Malta,
GMBLP,ESPORTS ENTMNT GRP PFD,Pink Limited,0.040000,0.000000,300,Preferred Stock,Malta,
DOGP,DOGECOIN CASH INC,OTCQB,0.015860,0.023226,100447,Common Stock,USA,Nevada
CLEV,CONCRETE LEVELING SYS INC,OTCID,0.675000,0.679104,200,Common Stock,USA,Ohio
PRTDF,PETRO MATAD LTD ORD,Pink Limited,0.015600,-0.156757,22000,Foreign Ordinary Shares,Isle of Man,
ITAYY,INDO TAMBANGRAYA UNSP/ADR,Pink Limited,2.750000,0.018519,12200,ADRs,Indonesia,
RRTS,ROADRUNNER TRANS SYS INC,Pink Limited,2.700000,-0.053196,35409,Common Stock,USA,Illinois
HYSR,SUNHYDROGEN INC.,OTCQB,0.023400,0.000000,8613563,Common Stock,USA,Iowa
MONI,MOON EQUITY HLDGS CORP,OTCID,0.003300,-0.049539,3250,Common Stock,USA,Florida
AAGC,ALL AMERICAN GOLD CORP,OTCID,0.000800,0.000000,1250000,Common Stock,USA,Wyoming
ECTM,ECA MARCELLUS TRUST I,OTCID,0.501000,-0.120744,9564,Units,USA,Texas
BEPTF,BEACH PETROLEUM LTD,Pink Limited,0.784260,0.006998,5000,Foreign Ordinary Shares,Australia,
NMTAF,NEOMETALS LTD ORD,OTCQB,0.032500,-0.044118,30000,Foreign Ordinary Shares,Australia,Western Australia
PWRMF,POWER METALS CORP,OTCQB,0.459500,0.013677,113478,Foreign Ordinary Shares,Canada,British Columbia
SFUNY,FANG HOLDINGS LTD ADR,Pink Limited,1.520000,0.900000,611,ADRs,,
CHEV,CHARGING ROBOTICS INC,OTCID,4.860000,-0.016194,1630,Common Stock,Israel,
MAPPF,PROSTAR HLDGS INC,OTCQB,0.100000,0.249844,92000,Foreign Ordinary Shares,USA,Colorado
SEUSF,SINATRA ENERGY,OTCQX,0.364915,0.042614,144270,Foreign Ordinary Shares,Canada,Ontario
XBOTF,REALBOTIX CORP,OTCQB,0.191600,-0.017436,421190,Foreign Ordinary Shares,Canada,Ontario
PNDRY,PANDORA A/S U/ADR,Pink Limited,9.900000,-0.047161,233003,ADRs,Denmark,
FYMNF,FINLAY MINERALS LTD ORD,OTCQB,0.083435,-0.009674,3762,Foreign Ordinary Shares,Canada,British Columbia
DRCR,DEAR CASHMERE HOLDING CO,OTCID,0.013850,-0.044828,5836,Common Stock,USA,New York
ASPU,ASPEN GROUP INC,OTCQB,0.152500,0.030405,50225,Common Stock,USA,Arizona
GGSM,GOLD AND GEMSTONE MNG INC,OTCID,0.000600,0.200000,67010001,Common Stock,Indonesia,
BDCC,BLACKWELL 3D CONSTR CP,OTCID,0.021000,0.039604,8505,Common Stock,United Arab Emirates,
OCDDY,OCADO GROUP PLC SPNS/ADR,Pink Limited,6.290000,-0.011006,579,ADRs,United Kingdom,
OCDGF,OCADO GROUP PLC,Pink Limited,3.220000,0.080537,1223,Foreign Ordinary Shares,United Kingdom,
XERI,XERIANT INC,OTCID,0.008600,-0.033708,160312,Common Stock,USA,Florida
AITX,ARTIFICIAL INTL SLTNS,OTCID,0.000500,0.000000,96503424,Common Stock,USA,Michigan
BLMH,BLUM HOLDINGS INC.,OTCQB,0.260000,0.016022,39494,Common Stock,USA,California
BLTH,AMERICAN BATTERY MATERIAL,OTCID,4.000000,-0.182004,958,Common Stock,USA,Connecticut
NASC,NASCENT PHARMA HOLDINGS,Pink Limited,0.014100,-0.132308,703384,Common Stock,USA,New York
SBMSF,DANAKALI LTD ORD,Pink Limited,0.050000,-0.374218,13300,Foreign Ordinary Shares,Australia,Western Australia
MRVSY,MINERVA SA S/ADR,OTCID,4.450000,-0.095528,224,ADRs,Brazil,
SVVC,FIRSTHAND TEC VAL FUND,OTCQB,0.017500,-0.342105,3199,Common Stock,USA,California
HAYAF,HAYASA METALS INC,OTCQB,0.046160,-0.034310,28000,Foreign Ordinary Shares,Canada,British Columbia
TSRYY,TREASURY WINE EST S/ADR,Pink Limited,3.275000,0.036392,164750,ADRs,Australia,Victoria
URGYF,BEDFORD METALS CORP,Pink Limited,0.147700,-0.179444,205,Foreign Ordinary Shares,Canada,British Columbia
LTGHY,LIFE HLTHCRE GRP USP/ADR,Pink Limited,3.100000,0.000000,208378,ADRs,South Africa,
VISL,VISLINK TECHNOLOGIES INC,OTCQB,1.500000,-0.062500,574,Common Stock,USA,New Jersey
FGCO,FINANCIAL GRAVITY COMP,OTCID,0.085000,0.062500,17100,Common Stock,USA,Texas
PYRGF,PYROGENESIS INC,OTCQX,0.330600,0.016918,133306,Foreign Ordinary Shares,Canada,Quebec
SFRGY,SALVATORE FERRAG UNSP/ADR,Pink Limited,4.025000,-0.011057,2835,ADRs,Italy,
STTX,STRATEX OIL & GAS HLDG,OTCID,0.002760,-0.254054,370156,Common Stock,USA,Connecticut
SCNA,SMART CANNABIS CORP,Pink Limited,0.000300,0.000000,1030326,Common Stock,USA,California
CHKR,CHESAPEAKE GRANITE WATR,OTCID,0.415000,0.000000,21183,Units,USA,Texas
PAANF,PAN AMERN ENERGY CORP,OTCQB,0.385380,-0.188674,91232,Foreign Ordinary Shares,Canada,Alberta
SXOOF,ST GEORGES ECO MNG CORP,OTCQB,0.029400,-0.020000,323668,Foreign Ordinary Shares,Canada,Quebec
FUNI,"HYPHA LABS, INC.",OTCQB,0.030100,-0.076687,1100,Common Stock,USA,Nevada
BCDS,BLAQCLOUDS INC,OTCID,0.005650,0.005338,2091040,Common Stock,USA,Pennsylvania
IEGCF,INDEPENDENCE GOLD CORP,OTCQB,0.076000,0.009028,86152,Foreign Ordinary Shares,Canada,British Columbia
LCTC,LIFELOC TECHNOLOGIES INC,OTCID,2.140000,-0.262069,200,Common Stock,USA,Colorado
BTZI,BOTS INC,Pink Limited,0.001500,-0.062500,372585,Common Stock,USA,Puerto Rico
WNFT,WORLDWIDE NFT INC,Pink Limited,0.004400,0.000000,75244,Common Stock,USA,Nevada
IPNFF,IMAGINEAR INC,OTCQB,0.012550,0.020325,20000,Foreign Ordinary Shares,USA,Pennsylvania
BIEI,PREMIER BIOMEDICAL INC,OTCID,0.000600,-0.142857,50520075,Common Stock,USA,California
ATOXF,QUANTUM CRITICAL MTLS CRP,OTCQB,0.093400,-0.105321,20666,Foreign Ordinary Shares,Canada,British Columbia
ARRT,ARTISAN CONSUMER GOODS,Pink Limited,0.198900,0.105000,5170,Common Stock,USA,Washington
MRMD,MARIMED INC,OTCQX,0.081680,-0.063303,297991,Foreign Ordinary Shares,USA,Massachusetts
ELEK,ELEKTROS INC,Pink Limited,0.004200,-0.086957,2805300,Common Stock,USA,Florida
FSTJ,FIRST AMERICA RES CORP,Pink Limited,0.510000,0.002162,500,Common Stock,USA,Illinois
LTNC,LABOR SMART INC,OTCID,0.000100,-0.500000,31839161,Common Stock,USA,Wyoming
MDMP,MDM PERMIAN INC,OTCID,0.003400,0.000000,200,Common Stock,USA,Texas
UNIF,U&I FINANCIAL CORP,OTCQX,3.920000,0.056604,200,Common Stock,USA,Washington
STCB,STARCO BRANDS INC CL A,OTCQB,0.030000,0.382488,10000,Common Stock,USA,California
ETST,EARTH SCIENCE TECH INC,OTCID,0.110000,-0.059347,66980,Common Stock,USA,Florida
TPHS,TRINITY PLACE HLDGS INC,Pink Limited,0.028065,0.109289,2493,Common Stock,USA,New York
VIZC,VIZCONNECT INC,Pink Limited,0.000200,0.000000,50000,Common Stock,USA,Maine
WTXR,WEST TEXAS RESOURCES INC,Pink Limited,0.084990,-0.055667,17749,Common Stock,USA,Texas
RJDG,RJD GREEN INC,Pink Limited,0.006700,0.030769,93159,Common Stock,USA,Oklahoma
AXXA,EXXE GROUP INC,OTCID,0.000450,-0.100000,72825,Common Stock,USA,New York
TONR,TONNER-ONE WORLD HOLDINGS,OTCID,0.000100,-0.500000,32657420,Common Stock,USA,Texas
BBUZ,BEBUZEE INC,OTCID,0.014780,-0.104242,73500,Common Stock,USA,Florida
BKIRF,BLACK IRON INC,OTCID,0.092000,-0.050568,111560,Foreign Ordinary Shares,Canada,Ontario
SKKY,SKKYNET CLOUD SYSTEMS INC,OTCQB,0.260000,0.000385,2100,Common Stock,Canada,Ontario
CWGL,CRIMSON WINE GROUP LTD,OTCQB,4.650000,0.026490,16808,Common Stock,USA,California
AHOTF,AMERICAN HOTEL I/P REIT,OTCQX,0.345160,0.022696,200,Units,Canada,British Columbia
GEBRF,GREENBRIAR SUSBLE LIVING,Pink Limited,0.274000,-0.086667,300,Foreign Ordinary Shares,Canada,British Columbia
STME,STIMCELL ENERGETICS INC,OTCQB,0.375600,0.073143,50222,Common Stock,Canada,British Columbia
PTHRF,PANTHEON RES PLC ORD,OTCQX,0.103450,-0.035881,199100,Foreign Ordinary Shares,United Kingdom,England
EVKIY,EVONIK INDS AG UNSP/ADR,Pink Limited,8.900000,0.010216,4649,ADRs,Germany,
