Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
DTZNY,DOTZ NANO LTD S/ADR,OTCQB,2.455000,0.081498,1580,ADRs,Australia,Victoria
DTZZF,DOTZ NANO LTD,OTCQB,0.028000,0.021898,195600,Foreign Ordinary Shares,Australia,Victoria
UDOCF,UNIDOC HEALTH CORP,OTCQB,0.095000,-0.208333,35411,Foreign Ordinary Shares,Canada,British Columbia
DTLIF,D2L INC VTG SHS,Pink Limited,7.183500,-0.015959,5412,Foreign Ordinary Shares,,
NORSF,NORSK TITANIUM AS,OTCQX,0.096420,-0.137567,289289,Foreign Ordinary Shares,Norway,
TELIF,TELESCOPE INNOVATIONS CP,OTCQB,0.260000,0.052206,50092,Foreign Ordinary Shares,Canada,British Columbia
BCNWF,BITCOIN WELL INC,OTCQB,0.082800,0.160477,171973,Foreign Ordinary Shares,Canada,Alberta
TRLEF,TRILLION ENERGY INTL INC,OTCQB,0.016250,0.113014,63007,Foreign Ordinary Shares,Canada,British Columbia
MANA,GRAYSCALE DECENTRALAND TR,OTCQX,0.976000,0.301333,54655,Common Stock,USA,Connecticut
GLIV,GRAYSCALE LIVEPEER TR,OTCQB,2.080000,0.055838,260,Common Stock,USA,Connecticut
FILG,GRAYSCALE FILECOIN TR,OTCQB,1.429200,0.171475,33909,Common Stock,USA,Connecticut
GBAT,GRAYSCALE BSC ATTN TKN TR,OTCQB,0.847820,-0.003925,5195,Common Stock,USA,Connecticut
BIOE,BIO ESSENCE CORP,OTCQB,0.054400,0.066667,1000,Common Stock,USA,California
CBDW,1606 CORP,OTCID,0.000900,-0.100000,44824067,Common Stock,USA,Arizona
ARRKF,ARRAS MINERALS CORP,OTCQB,0.540000,-0.010853,3742,Foreign Ordinary Shares,Canada,British Columbia
BRQL,BROOQLY INC,OTCQB,0.362475,0.050957,1400,Common Stock,USA,Michigan
ESGH,ESG INC,OTCQB,4.690000,-0.034642,1685,Common Stock,USA,Pennsylvania
TRSO,TRANSUITE ORG INC,OTCQB,0.240000,0.245330,1000,Common Stock,USA,Nevada
OSOL,OSPREY SOLANA TRUST,OTCQX,2.146500,0.134514,47549,Other Security Type,USA,Florida
FRFLF,FRNT FINL INC,OTCQB,0.177900,-0.162824,100,Foreign Ordinary Shares,Canada,Ontario
HLNCF,HALEON PLC GBP1.25,Pink Limited,5.030000,-0.076217,2134,Foreign Ordinary Shares,USA,New York
DEFG,GRAYSCALE DEFI FUND LLC,OTCQB,7.590000,0.058577,770,Common Stock,USA,Connecticut
VMSSF,VORTEX METALS INC,OTCQB,0.032600,-0.126005,52189,Foreign Ordinary Shares,Canada,British Columbia
SPMEF,SOUTH PAC METALS CORP,OTCQB,0.350000,0.060285,512,Foreign Ordinary Shares,Canada,British Columbia
MILIF,MILITARY METALS CORP,OTCQB,0.310000,0.037636,163685,Foreign Ordinary Shares,Canada,British Columbia
AWMLF,AMERICAN WEST METALS LTD,OTCQB,0.040000,-0.111111,42367,Foreign Ordinary Shares,Australia,Western Australia
SUIAF,SUBSTRATE ARTIFICIAL INTL,Pink Limited,0.080000,0.088435,100,Common Stock,Spain,
NVPCF,NOVA PAC METALS CORP,OTCQB,0.037200,-0.191304,422800,Foreign Ordinary Shares,Canada,British Columbia
DRPRY,DR ING H C F PRSCHE U/ADR,Pink Limited,4.860000,0.001030,76167,ADRs,Germany,
CVOSF,COVEO SOLTINS INC SUB VTG,Pink Limited,4.250000,-0.009324,17481,Foreign Ordinary Shares,Canada,Quebec
CEIEF,COELACANTH ENERGY INC,Pink Limited,0.604100,-0.029558,2445,Foreign Ordinary Shares,Canada,Alberta
MTTAF,META CRITICAL MINERLS INC,OTCQB,0.098880,-0.164230,23935,Foreign Ordinary Shares,Canada,British Columbia
EPFCF,EVERYDAY PEOPLE FINL CORP,OTCQB,0.300900,-0.119918,7722,Foreign Ordinary Shares,Canada,Alberta
MCFNF,MCF ENERGY LTD,OTCQB,0.023895,0.057301,184323,Foreign Ordinary Shares,Canada,British Columbia
HLEO,HELIO CORPORATION,OTCID,1.950000,0.170293,86659,Common Stock,USA,California
TRRCF,TRIBECA RES CORP,OTCQB,0.154600,0.076977,11014,Foreign Ordinary Shares,Canada,British Columbia
HYTLF,HYTERRA LTD,OTCQB,0.012600,0.072340,50000,Foreign Ordinary Shares,Australia,Western Australia
GLTK,GLOBALTECH CORP,OTCID,1.310000,-0.036694,150,Common Stock,USA,Nevada
GENFF,GENFLOW BIOSCIENCES PLC,OTCQB,0.030000,0.000000,10000,Foreign Ordinary Shares,United Kingdom,England
DSFIY,DSM-FIRMENICH AG S/ADR,OTCQX,7.010000,-0.019580,212949,ADRs,Switzerland,
FCLIF,FULL CIRCLE LITHIUM CORP,OTCQB,0.220000,0.002438,5125,Foreign Ordinary Shares,Canada,Ontario
SGPTF,SAGE POTASH CORP,OTCQB,0.140000,0.068702,44500,Foreign Ordinary Shares,Canada,British Columbia
TRUBF,TRUECALLER AB SHARE AK B,Pink Limited,1.151000,-0.024576,1274,Foreign Ordinary Shares,Sweden,
TGGLF,TOGGLE3D AI INC,Pink Limited,0.018300,-0.036842,10190,Foreign Ordinary Shares,Canada,Ontario
CRBAF,AGEREH TECHNOLOGIES INC,OTCQB,0.074900,-0.050697,1000,Foreign Ordinary Shares,Canada,Alberta
BCCB,BEACH CITIES COMMERCAL BK,OTCQB,6.810000,0.049307,1400,Common Stock,USA,California
FDMIF,FOUNDERS METALS INC,OTCQX,3.270000,0.072131,47038,Foreign Ordinary Shares,Canada,British Columbia
VFORF,VERTICALSCOPE HLDGS INC,OTCQX,1.940000,0.023747,6300,Foreign Ordinary Shares,Canada,Ontario
GBMCF,GREEN BRDG METALS CORP,OTCQB,0.206050,-0.009375,655013,Foreign Ordinary Shares,Canada,British Columbia
EREUF,EUROPEAN RESDNTL R/E/I UT,Pink Limited,0.810900,-0.046785,768,Units,Canada,Ontario
PAUIF,PREMIER AMERICAN URANIUM,OTCQB,0.619200,0.003566,132363,Foreign Ordinary Shares,Canada,Ontario
SVUHF,SRIVARU HOLDING LTD,Pink Limited,0.012300,-0.533207,2201,Foreign Ordinary Shares,USA,Delaware
KBXFF,KOBREA EXPL CORP,OTCQB,0.426000,0.043095,24503,Foreign Ordinary Shares,Canada,British Columbia
VHAI,VOCODIA HLDGS CORP,Pink Limited,0.000100,0.000000,19714550,Common Stock,USA,Florida
NMHI,NATURE'S MIRACLE HLDG INC,OTCQB,0.004900,0.317204,8878811,Common Stock,USA,California
PUGBY,PUIG BRANDS S.A. U/ADS,Pink Limited,9.480000,-0.007330,1663,ADRs,Spain,
MTPLF,METAPLANET INC,OTCQX,2.090000,0.055556,4510656,Foreign Ordinary Shares,Japan,
GURFF,GLOBAL URANIUM CORP,OTCQB,0.098623,0.003082,37635,Foreign Ordinary Shares,Canada,Alberta
MIMDF,MIMEDIA HLDGS INC SUB VTG,OTCQB,0.202075,0.004349,35000,Foreign Ordinary Shares,USA,New York
BSKCF,BLUSKY CARBON INC,OTCQB,0.025600,-0.211094,8000,Foreign Ordinary Shares,Canada,British Columbia
ARLYF,ARGYLE RESOURCES CORP,OTCQB,0.092600,-0.002155,23189,Foreign Ordinary Shares,Canada,Alberta
RPBPF,RASPBERRY PI HLDGS PLC,Pink Limited,5.560000,-0.095935,12055,Foreign Ordinary Shares,United Kingdom,England
NKGFF,NEVADA KING GOLD CORP NEW,OTCQB,0.177100,0.038101,258961,Foreign Ordinary Shares,Canada,British Columbia
MECPF,MUSTANG ENERGY CORP,OTCQB,0.050365,-0.146356,3006,Foreign Ordinary Shares,Canada,British Columbia
GSTRF,GLENSTAR MINERALS INC,OTCQB,0.169900,0.013602,20336,Foreign Ordinary Shares,Canada,British Columbia
MMETF,MIATA METALS CORP,OTCQX,0.402400,0.032324,14399,Foreign Ordinary Shares,Canada,British Columbia
RMXI,RMX INDUSTRIES A,OTCQB,1.950000,0.000000,551,Common Stock,USA,Texas
CNVIF,CONAVI MED CORP,OTCQB,0.270250,-0.012172,6513,Foreign Ordinary Shares,Canada,Ontario
ICLTF,GREENFIRST FOREST PRD NEW,Pink Limited,2.000000,0.000000,16643,Foreign Ordinary Shares,Canada,Ontario
ITGLF,INTEGRAL METALS CORP,OTCQB,0.376100,0.008852,1639,Foreign Ordinary Shares,Canada,Alberta
CZZLF,CIZZLE BRANDS CORP,OTCQB,0.268000,0.000000,300,Foreign Ordinary Shares,Canada,Ontario
MATAF,MATADOR TECHNOLOGIES INC,OTCQB,0.089105,-0.016501,52329,Foreign Ordinary Shares,Canada,Ontario
NXTDF,NEXTGEN DIGITAL PLATFORMS,OTCQB,0.103400,-0.174781,52301,Foreign Ordinary Shares,Canada,New Brunswick
OHCFF,LIGHT AI INC,OTCQB,0.079800,0.221678,53497,Foreign Ordinary Shares,Canada,British Columbia
