Ticker,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Dollars,Exit_Reason
JPM,2025-02-24 09:55:00-05:00,254.36,2025-02-24 12:55:00-05:00,255.25,6.68,Time Stop
JPM,2025-03-13 09:45:00-04:00,219.11,2025-03-13 10:15:00-04:00,222.0,25.98,Take Profit
JPM,2025-05-07 14:05:00-04:00,245.15,2025-05-07 16:00:00-04:00,244.67,-4.24,EOD Close
JPM,2025-05-19 11:10:00-04:00,258.27,2025-05-19 13:05:00-04:00,261.47,24.45,Take Profit
JPM,2025-07-30 14:55:00-04:00,293.98,2025-07-30 15:55:00-04:00,295.16,7.73,Take Profit
JPM,2025-08-15 09:50:00-04:00,288.41,2025-08-15 10:10:00-04:00,287.21,-8.58,Stop Loss
JPM,2025-09-29 09:50:00-04:00,311.38,2025-09-29 10:00:00-04:00,310.53,-5.7,Stop Loss
JPM,2025-10-06 10:00:00-04:00,303.82,2025-10-06 10:35:00-04:00,306.59,17.94,Take Profit
JPM,2025-10-08 09:45:00-04:00,302.09,2025-10-08 10:35:00-04:00,304.43,15.23,Take Profit
JPM,2025-11-21 09:45:00-05:00,292.41,2025-11-21 12:45:00-05:00,294.84,16.35,Time Stop
JPM,2025-11-25 09:45:00-05:00,292.96,2025-11-25 09:55:00-05:00,295.89,19.71,Take Profit
JPM,2026-02-10 11:15:00-05:00,319.47,2026-02-10 13:20:00-05:00,317.06,-15.33,Stop Loss
JPM,2026-03-04 09:45:00-05:00,294.7,2026-03-04 12:45:00-05:00,296.39,11.2,Time Stop
AXP,2022-02-14 14:00:00-05:00,181.49,2022-02-14 16:00:00-05:00,182.38,9.37,EOD Close
AXP,2022-03-31 14:05:00-04:00,179.11,2022-03-31 15:00:00-04:00,179.79,7.15,Take Profit
AXP,2022-05-16 09:45:00-04:00,147.56,2022-05-16 12:45:00-04:00,148.38,10.57,Time Stop
AXP,2022-06-09 14:20:00-04:00,155.36,2022-06-09 14:45:00-04:00,154.7,-8.99,Stop Loss
AXP,2022-07-12 15:00:00-04:00,133.76,2022-07-12 15:35:00-04:00,133.05,-11.27,Stop Loss
AXP,2022-08-11 14:50:00-04:00,154.79,2022-08-11 15:30:00-04:00,155.54,9.22,Take Profit
AXP,2022-08-16 14:45:00-04:00,156.9,2022-08-16 15:30:00-04:00,157.83,11.32,Take Profit
AXP,2022-09-21 14:00:00-04:00,144.47,2022-09-21 14:40:00-04:00,146.23,23.84,Take Profit
AXP,2022-10-11 14:50:00-04:00,130.85,2022-10-11 15:15:00-04:00,129.91,-14.95,Stop Loss
AXP,2022-10-31 09:45:00-04:00,142.49,2022-10-31 10:15:00-04:00,143.77,17.4,Take Profit
AXP,2022-11-08 14:25:00-05:00,142.68,2022-11-08 14:40:00-05:00,143.67,13.36,Take Profit
AXP,2022-11-30 09:50:00-05:00,145.83,2022-11-30 12:50:00-05:00,146.49,8.5,Time Stop
AXP,2022-12-01 10:15:00-05:00,148.84,2022-12-01 12:30:00-05:00,150.78,25.47,Take Profit
AXP,2022-12-14 14:00:00-05:00,150.06,2022-12-14 14:05:00-05:00,149.23,-11.64,Stop Loss
AXP,2023-02-22 14:55:00-05:00,167.34,2023-02-22 16:00:00-05:00,167.95,6.81,EOD Close
AXP,2023-04-03 10:50:00-04:00,156.93,2023-04-03 13:50:00-04:00,157.0,0.38,Time Stop
AXP,2023-06-16 09:45:00-04:00,166.0,2023-06-16 12:30:00-04:00,167.32,15.41,Take Profit
AXP,2023-07-19 11:05:00-04:00,171.54,2023-07-19 12:30:00-04:00,170.87,-8.29,Stop Loss
AXP,2023-08-04 14:10:00-04:00,161.55,2023-08-04 14:20:00-04:00,161.01,-7.15,Stop Loss
AXP,2023-08-04 14:25:00-04:00,160.91,2023-08-04 15:05:00-04:00,160.09,-10.72,Stop Loss
