Ticker,Type,Entry_Time,PnL,Reason
AMZN,LONG,2025-08-22 10:15:00-04:00,25.33838681552202,Take Profit
AMZN,LONG,2025-09-15 13:20:00-04:00,-9.965202282461325,Stop Loss
MSTR,LONG,2021-01-28 10:35:00-05:00,49.99999999999999,Take Profit
MSTR,LONG,2021-03-30 15:45:00-04:00,18.071921982933635,End of Day Exit
MSTR,LONG,2021-04-30 13:45:00-04:00,-25.0,Stop Loss
MSTR,LONG,2021-05-05 11:00:00-04:00,50.0,Take Profit
MSTR,LONG,2021-05-21 10:15:00-04:00,-25.0,Stop Loss
MSTR,LONG,2021-06-16 10:30:00-04:00,-25.0,Stop Loss
MSTR,LONG,2021-06-18 14:55:00-04:00,-25.0,Stop Loss
MSTR,LONG,2021-06-28 11:25:00-04:00,50.0,Take Profit
MSTR,LONG,2021-07-06 11:00:00-04:00,-23.042800899455745,Stop Loss
MSTR,LONG,2021-07-09 15:45:00-04:00,1.5662172878669134,End of Day Exit
MSTR,LONG,2021-07-13 15:45:00-04:00,-15.932642487046554,End of Day Exit
MSTR,LONG,2021-07-14 10:25:00-04:00,-22.612765449569757,Stop Loss
MSTR,LONG,2021-07-20 12:25:00-04:00,50.0,Take Profit
MSTR,LONG,2021-07-21 12:40:00-04:00,49.99999999999999,Take Profit
MSTR,LONG,2021-07-30 11:00:00-04:00,-23.067796474294664,Stop Loss
MSTR,LONG,2021-08-02 10:55:00-04:00,49.999999999999794,Take Profit
MSTR,LONG,2021-08-05 11:00:00-04:00,50.0,Take Profit
MSTR,LONG,2021-08-06 10:10:00-04:00,-25.000000000000004,Stop Loss
MSTR,LONG,2021-08-19 15:45:00-04:00,31.105610561056505,End of Day Exit
MSTR,LONG,2021-08-20 11:35:00-04:00,50.0,Take Profit
MSTR,LONG,2021-08-25 15:45:00-04:00,15.192787660483873,End of Day Exit
MSTR,LONG,2021-08-27 11:10:00-04:00,45.62450081636392,Take Profit
MSTR,LONG,2021-09-03 12:00:00-04:00,-25.0,Stop Loss
MSTR,LONG,2021-09-29 10:30:00-04:00,-22.285303259948037,Stop Loss
MSTR,LONG,2021-10-05 14:55:00-04:00,50.00000000000022,Take Profit
MSTR,LONG,2021-10-07 15:45:00-04:00,13.12763960581886,End of Day Exit
MSTR,LONG,2021-10-13 11:05:00-04:00,36.063830531478224,Take Profit
MSTR,LONG,2021-11-01 14:15:00-04:00,-25.0,Stop Loss
MSTR,LONG,2021-11-04 10:55:00-04:00,-25.0,Stop Loss
MSTR,LONG,2021-12-23 10:35:00-05:00,-12.125773540725916,Stop Loss
MSTR,LONG,2021-12-30 10:15:00-05:00,-19.082277639382724,Stop Loss
MSTR,LONG,2022-01-31 11:30:00-05:00,50.0,Take Profit
MSTR,LONG,2022-02-10 13:35:00-05:00,-25.0,Stop Loss
MSTR,LONG,2022-03-15 14:55:00-04:00,50.0,Take Profit
MSTR,LONG,2022-04-08 11:00:00-04:00,45.00601163332303,Take Profit
MSTR,LONG,2022-04-13 15:45:00-04:00,25.316678395495888,End of Day Exit
MSTR,LONG,2022-04-19 15:35:00-04:00,50.0,Take Profit
MSTR,LONG,2022-08-23 10:30:00-04:00,-25.0,Stop Loss
MSTR,LONG,2022-10-20 12:20:00-04:00,-25.0,Stop Loss
MSTR,LONG,2022-11-02 12:20:00-04:00,-25.0,Stop Loss
MSTR,LONG,2022-11-03 10:45:00-04:00,50.0,Take Profit
MSTR,LONG,2022-11-22 12:00:00-05:00,50.0,Take Profit
MSTR,LONG,2022-11-25 10:15:00-05:00,50.0,Take Profit
MSTR,LONG,2022-12-02 10:30:00-05:00,45.396242549231296,Take Profit
MSTR,LONG,2022-12-07 11:25:00-05:00,-25.0,Stop Loss
MSTR,LONG,2022-12-14 11:20:00-05:00,49.85323014968029,Take Profit
MSTR,LONG,2022-12-19 11:40:00-05:00,-25.0,Stop Loss
MSTR,LONG,2022-12-20 10:45:00-05:00,-25.0,Stop Loss
MSTR,LONG,2023-03-03 15:45:00-05:00,-4.9025578562728915,End of Day Exit
MSTR,LONG,2023-03-08 10:20:00-05:00,-25.0,Stop Loss
MSTR,LONG,2023-03-16 14:25:00-04:00,50.0,Take Profit
MSTR,LONG,2023-04-13 11:00:00-04:00,50.0,Take Profit
MSTR,LONG,2023-05-02 10:40:00-04:00,50.00000000000022,Take Profit
MSTR,LONG,2023-05-04 10:55:00-04:00,-25.0,Stop Loss
MSTR,LONG,2023-05-10 10:50:00-04:00,-25.0,Stop Loss
MSTR,LONG,2023-05-17 12:30:00-04:00,47.34555896839395,Take Profit
MSTR,LONG,2023-06-27 13:35:00-04:00,40.375468149997566,Take Profit
MSTR,LONG,2023-07-07 10:10:00-04:00,-25.0,Stop Loss
MSTR,LONG,2023-08-11 10:20:00-04:00,40.420211428798524,Take Profit
MSTR,LONG,2023-08-14 11:40:00-04:00,48.44340424419134,Take Profit
MSTR,LONG,2023-08-25 10:20:00-04:00,-16.11347393344158,Stop Loss
MSTR,LONG,2023-08-29 10:20:00-04:00,42.51737385073655,Take Profit
MSTR,LONG,2023-09-14 12:15:00-04:00,-25.0,Stop Loss
MSTR,LONG,2023-09-28 10:55:00-04:00,50.00000000000001,Take Profit
MSTR,LONG,2023-10-06 11:05:00-04:00,44.732911411897184,Take Profit
MSTR,LONG,2023-10-19 11:40:00-04:00,48.66853067388425,Take Profit
MSTR,LONG,2023-11-15 13:10:00-05:00,42.015946612624845,Take Profit
MSTR,LONG,2023-12-13 10:10:00-05:00,29.593216393119746,Take Profit
MSTR,LONG,2023-12-26 10:50:00-05:00,-22.294243140075857,Stop Loss
MSTR,LONG,2024-01-18 11:35:00-05:00,-25.0,Stop Loss
MSTR,LONG,2024-01-29 10:55:00-05:00,50.0,Take Profit
MSTR,LONG,2024-04-03 11:10:00-04:00,50.0,Take Profit
MSTR,LONG,2024-04-18 10:20:00-04:00,50.0,Take Profit
MSTR,LONG,2024-05-09 11:00:00-04:00,50.0,Take Profit
MSTR,LONG,2024-05-14 10:30:00-04:00,50.00000000000001,Take Profit
MSTR,LONG,2024-05-17 10:25:00-04:00,50.0,Take Profit
MSTR,LONG,2024-06-05 11:40:00-04:00,44.841112643376405,Take Profit
MSTR,LONG,2024-06-27 11:30:00-04:00,-25.0,Stop Loss
MSTR,LONG,2024-07-31 10:10:00-04:00,-25.0,Stop Loss
MSTR,LONG,2024-08-21 10:50:00-04:00,-25.0,Stop Loss
MSTR,LONG,2024-08-23 10:10:00-04:00,50.0,Take Profit
MSTR,LONG,2024-09-10 11:55:00-04:00,-25.0,Stop Loss
MSTR,LONG,2024-09-12 11:00:00-04:00,-25.0,Stop Loss
MSTR,LONG,2024-09-13 10:55:00-04:00,50.0,Take Profit
MSTR,LONG,2024-09-18 10:45:00-04:00,50.0,Take Profit
MSTR,LONG,2024-09-23 10:50:00-04:00,-25.0,Stop Loss
MSTR,LONG,2024-09-26 10:20:00-04:00,50.0,Take Profit
MSTR,LONG,2024-10-02 11:10:00-04:00,50.0,Take Profit
MSTR,LONG,2025-03-24 14:30:00-04:00,50.00000000000001,Take Profit
MSTR,LONG,2025-04-21 10:45:00-04:00,-24.999999999999996,Stop Loss
MSTR,LONG,2025-04-24 10:10:00-04:00,-17.11553145504654,Stop Loss
MSTR,LONG,2025-05-21 11:35:00-04:00,-18.81075384390536,Stop Loss
MSTR,LONG,2025-05-30 10:20:00-04:00,-15.122283840295323,Stop Loss
MSTR,LONG,2025-06-27 11:50:00-04:00,44.07614328301593,Take Profit
MSTR,LONG,2025-08-22 10:05:00-04:00,39.87420136952433,Take Profit
MSTR,LONG,2025-09-18 10:40:00-04:00,50.0,Take Profit
MSTR,LONG,2025-12-09 10:15:00-05:00,-19.565818016692084,Stop Loss
MSTR,LONG,2025-12-17 10:40:00-05:00,-24.999999999999996,Stop Loss
CRWD,LONG,2021-03-23 10:35:00-04:00,-25.0,Stop Loss
