timestamp,open,high,low,close,volume,bar_vwap,transactions,otc
2026-03-24 08:01:00,251.8,251.8,251.8,251.8,233.0,251.8271,22,
2026-03-24 08:02:00,251.81,251.81,251.81,251.81,353.0,251.8148,9,
2026-03-24 08:07:00,251.98,251.98,251.98,251.98,199.0,251.9802,3,
2026-03-24 08:10:00,251.84,251.84,251.83,251.83,275.0,251.8276,8,
2026-03-24 08:18:00,251.85,251.95,251.8,251.8,2564.0,251.837,29,
2026-03-24 08:19:00,251.6,251.6,251.6,251.6,580.0,251.5985,70,
2026-03-24 08:21:00,251.68,251.68,251.68,251.68,417.0,251.68,2,
2026-03-24 08:22:00,251.65,251.65,251.65,251.65,102.0,251.6514,2,
2026-03-24 08:24:00,251.51,251.51,251.51,251.51,438.0,251.548,11,
2026-03-24 08:30:00,251.37,251.37,251.37,251.37,389.0,251.422,17,
2026-03-24 08:37:00,251.59,251.59,251.59,251.59,131.0,251.5826,7,
2026-03-24 08:50:00,251.58,251.58,251.01,251.07,3876.0,251.2158,92,
2026-03-24 08:51:00,251.15,251.15,251.15,251.15,388.0,251.1129,11,
2026-03-24 08:54:00,251.49,251.49,251.49,251.49,395.0,251.4535,9,
2026-03-24 09:07:00,251.23,251.23,251.22,251.22,367.0,251.2262,6,
2026-03-24 09:11:00,251.2,251.37,251.2,251.37,2064.0,251.2345,24,
2026-03-24 09:13:00,251.2,251.2,251.2,251.2,658.0,251.2,15,
2026-03-24 09:48:00,251.47,251.47,251.47,251.47,294.0,251.4698,7,
2026-03-24 10:01:00,251.56,251.56,251.55,251.55,324.0,251.564,8,
2026-03-24 10:10:00,251.65,251.65,251.65,251.65,521.0,251.6503,7,
2026-03-24 10:34:00,251.5,251.5,251.4,251.4,783.0,251.4245,31,
2026-03-24 10:39:00,251.5,251.5,251.5,251.5,458.0,251.5167,16,
2026-03-24 11:00:00,251.57,251.57,251.57,251.57,818.0,251.536,131,
2026-03-24 11:01:00,251.5,251.5,251.5,251.5,738.0,251.467,44,
2026-03-24 11:13:00,251.5,251.5,251.5,251.5,515.0,251.5002,5,
2026-03-24 11:15:00,251.44,251.44,251.44,251.44,533.0,251.344,22,
2026-03-24 11:16:00,251.21,251.21,251.01,251.01,960.0,251.1384,41,
2026-03-24 11:25:00,251.3,251.3,251.3,251.3,730.0,251.2999,10,
2026-03-24 11:32:00,251.3,251.3,251.3,251.3,534.0,251.3,7,
2026-03-24 11:35:00,251.4,251.4,251.4,251.4,910.0,251.4001,3,
2026-03-24 11:36:00,251.49,251.49,251.49,251.49,477.0,251.4821,12,
2026-03-24 11:37:00,251.48,251.48,251.48,251.48,145.0,251.487,15,
2026-03-24 11:41:00,251.5,251.5,251.5,251.5,434.0,251.5023,7,
2026-03-24 11:43:00,251.5,251.6,251.5,251.5,2007.0,251.5482,24,
2026-03-24 11:44:00,251.5,251.5,251.5,251.5,201.0,251.5,2,
2026-03-24 11:46:00,251.6,251.65,251.6,251.65,1059.0,251.6263,38,
2026-03-24 11:48:00,251.78,251.78,251.77,251.77,302.0,251.7765,7,
2026-03-24 11:49:00,251.79,251.79,251.79,251.79,301.0,251.788,6,
2026-03-24 11:51:00,251.6,251.6,251.5,251.5,631.0,251.5714,14,
2026-03-24 11:52:00,251.5,251.5,251.3,251.3,3598.0,251.3892,62,
2026-03-24 11:53:00,251.02,251.03,250.77,250.89,4870.0,250.9388,165,
2026-03-24 11:55:00,251.0,251.0,251.0,251.0,833.0,251.0001,5,
2026-03-24 11:56:00,251.13,251.13,251.13,251.13,249.0,251.1323,5,
2026-03-24 11:57:00,251.23,251.25,251.23,251.25,728.0,251.2428,27,
2026-03-24 11:59:00,251.3,251.39,251.3,251.39,978.0,251.3687,15,
2026-03-24 12:00:00,252.33,252.33,250.0,252.2,59445.832533,251.2032,3412,
2026-03-24 12:01:00,252.12,252.12,250.35,251.39,10460.0,251.3542,547,
2026-03-24 12:02:00,251.5,251.5,251.49,251.49,1825.88366,251.5817,107,
2026-03-24 12:03:00,251.5,251.5,251.25,251.25,1832.446,251.4967,27,
2026-03-24 12:04:00,251.35,251.35,251.35,251.35,2157.0,250.7914,126,
2026-03-24 12:05:00,251.35,251.35,251.2,251.2,3081.572955,251.32,76,
2026-03-24 12:06:00,251.4,251.4,251.4,251.4,127.21837,251.8413,7,
2026-03-24 12:07:00,251.19,251.31,251.19,251.31,884.0,251.2697,12,
2026-03-24 12:08:00,251.13,251.18,251.13,251.18,454.004084,251.1745,20,
2026-03-24 12:10:00,251.13,251.13,251.13,251.13,944.417442,251.2408,22,
2026-03-24 12:11:00,251.17,251.17,251.1308,251.1308,605.933796,251.5342,14,
2026-03-24 12:13:00,251.27,251.28,251.27,251.28,1066.598,251.4179,18,
2026-03-24 12:18:00,251.13,251.15,251.13,251.15,660.936237,251.5092,22,
2026-03-24 12:20:00,251.14,251.14,251.1316,251.1316,548.225274,251.2472,25,
2026-03-24 12:24:00,251.24,251.25,251.24,251.24,949.079639,251.2663,21,
2026-03-24 12:26:00,251.45,251.46,251.45,251.46,363.035788,251.4083,13,
2026-03-24 12:28:00,251.3,251.3,251.3,251.3,596.0,251.3147,10,
2026-03-24 12:30:00,251.25,251.25,251.25,251.25,270.011929,251.2811,9,
2026-03-24 12:32:00,251.13,251.13,251.13,251.13,360.02136,251.1484,16,
2026-03-24 12:33:00,251.13,251.13,251.0,251.13,1822.309357,251.1206,56,
2026-03-24 12:36:00,250.93,250.93,250.93,250.93,545.0,250.9136,24,
2026-03-24 12:37:00,250.8,250.8,250.8,250.8,292.974733,251.6403,34,
2026-03-24 12:38:00,250.63,250.63,250.6,250.6,1743.497597,250.678,44,
2026-03-24 12:39:00,250.7,250.87,250.7,250.7,928.004109,250.7299,12,
2026-03-24 12:40:00,250.76,250.76,250.76,250.76,208.0,250.7568,7,
2026-03-24 12:41:00,250.77,250.77,250.77,250.77,174.001992,250.7851,13,
2026-03-24 12:42:00,250.75,250.75,250.6851,250.6851,460.004114,250.725,10,
2026-03-24 12:43:00,250.66,250.75,250.65,250.75,1380.016474,250.6861,38,
2026-03-24 12:44:00,250.4836,250.4836,250.4836,250.4836,131.040764,250.5669,15,
2026-03-24 12:46:00,250.6,250.6,250.6,250.6,800.212442,250.6595,20,
2026-03-24 12:47:00,250.5,250.565,250.5,250.565,970.0,250.5388,19,
2026-03-24 12:49:00,250.62,250.62,250.62,250.62,805.011962,250.6178,24,
2026-03-24 12:50:00,250.57,250.57,250.57,250.57,235.013101,250.6157,15,
2026-03-24 12:51:00,250.7,250.7,250.7,250.7,107.0,250.6912,3,
2026-03-24 12:52:00,250.761,250.761,250.761,250.761,444.176889,250.8124,27,
2026-03-24 12:55:00,250.701,250.701,250.7,250.7,778.062081,250.7217,8,
2026-03-24 12:56:00,250.5617,250.5617,250.5617,250.5617,156.0,250.5923,13,
2026-03-24 12:58:00,250.74,250.74,250.74,250.74,447.0,250.7271,7,
2026-03-24 12:59:00,250.6,250.61,250.6,250.6,954.207164,250.6674,21,
2026-03-24 13:02:00,250.71,250.71,250.65,250.65,1901.02,250.6923,55,
