Ticker,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Dollars,Exit_Reason,Return_Pct,Compounded_Balance
AVGO,2022-08-02 09:50:00-04:00,49.69,2022-08-02 14:50:00+00:00,50.1,15.07,Take Profit,0.0037675,4427.906824656871
ECL,2022-08-02 09:45:00-04:00,158.21,2022-08-02 16:10:00+00:00,159.59,16.89,Take Profit,0.0042225000000000006,4446.603661223984
NSC,2022-08-02 09:45:00-04:00,229.88,2022-08-02 16:45:00+00:00,228.96,-8.35,Time Stop,-0.0020875,4437.32137608118
CAT,2022-08-09 14:20:00-04:00,175.33,2022-08-09 19:05:00+00:00,174.65,-8.21,Stop Loss,-0.0020525,4428.2137739567725
MRK,2022-08-09 14:15:00-04:00,77.71,2022-08-09 19:10:00+00:00,79.94,56.43,Take Profit,0.0141075,4490.684799772867
AXP,2022-08-11 14:50:00-04:00,154.79,2022-08-11 19:30:00+00:00,155.54,9.22,Take Profit,0.002305,4501.035828236344
V,2022-08-11 14:50:00-04:00,205.73,2022-08-11 20:00:00+00:00,205.59,-1.75,EOD Close,-0.0004375,4499.06662506149
JPM,2022-08-12 10:00:00-04:00,109.04,2022-08-12 14:45:00+00:00,109.69,11.15,Take Profit,0.0027875,4511.60777327885
TXN,2022-08-16 09:45:00-04:00,165.59,2022-08-16 14:00:00+00:00,164.95,-8.27,Stop Loss,-0.0020675,4502.2800242075955
AON,2022-08-16 09:50:00-04:00,293.08,2022-08-16 15:05:00+00:00,294.27,7.82,Take Profit,0.001955,4511.081981654922
AVGO,2022-08-16 09:45:00-04:00,51.64,2022-08-16 16:45:00+00:00,51.71,1.16,Time Stop,0.00029,4512.390195429602
ADI,2022-08-16 09:45:00-04:00,166.58,2022-08-16 16:45:00+00:00,167.13,6.12,Time Stop,0.0015300000000000001,4519.294152428609
AXP,2022-08-16 14:45:00-04:00,156.9,2022-08-16 19:30:00+00:00,157.83,11.32,Take Profit,0.00283,4532.083754879983
